"ym","mdl","variable","value"
2018-05-01,"comm","V6",7364400
2018-06-01,"comm","V6",7500800
2018-07-01,"comm","V6",7622800
2018-08-01,"comm","V6",7771600
2018-09-01,"comm","V6",7930000
2018-10-01,"comm","V6",8085600
2018-11-01,"comm","V6",8232800
2018-12-01,"comm","V6",8367200
2016-01-01,"comm","V7",2469600
2016-02-01,"comm","V7",2600000
2016-03-01,"comm","V7",2746800
2016-04-01,"comm","V7",2895200
2016-05-01,"comm","V7",3054000
2016-06-01,"comm","V7",3222400
2016-07-01,"comm","V7",3395600
2016-08-01,"comm","V7",3583200
2016-09-01,"comm","V7",3776000
2016-10-01,"comm","V7",3976000
2016-11-01,"comm","V7",4192400
2016-12-01,"comm","V7",4432400
2017-01-01,"comm","V7",4579200
2017-02-01,"comm","V7",4731600
2017-03-01,"comm","V7",4903600
2017-04-01,"comm","V7",5089600
2017-05-01,"comm","V7",5280800
2017-06-01,"comm","V7",5472400
2017-07-01,"comm","V7",5655600
2017-08-01,"comm","V7",5847600
2017-09-01,"comm","V7",6076000
2017-10-01,"comm","V7",6278000
2017-11-01,"comm","V7",6477600
2017-12-01,"comm","V7",6720400
2018-01-01,"comm","V7",6837200
2018-02-01,"comm","V7",6951200
2018-03-01,"comm","V7",7072000
2018-04-01,"comm","V7",7199600
2018-05-01,"comm","V7",7331600
2018-06-01,"comm","V7",7436000
2018-07-01,"comm","V7",7568400
2018-08-01,"comm","V7",7719200
2018-09-01,"comm","V7",7872000
2018-10-01,"comm","V7",8060000
2018-11-01,"comm","V7",8201200
2018-12-01,"comm","V7",8332400
2016-01-01,"comm","V8",2469600
2016-02-01,"comm","V8",2606000
2016-03-01,"comm","V8",2754400
2016-04-01,"comm","V8",2907200
2016-05-01,"comm","V8",3058800
2016-06-01,"comm","V8",3219600
2016-07-01,"comm","V8",3379600
2016-08-01,"comm","V8",3565200
2016-09-01,"comm","V8",3746400
2016-10-01,"comm","V8",3939600
2016-11-01,"comm","V8",4169200
2016-12-01,"comm","V8",4375600
2017-01-01,"comm","V8",4556000
2017-02-01,"comm","V8",4737600
2017-03-01,"comm","V8",4897200
2017-04-01,"comm","V8",5090800
2017-05-01,"comm","V8",5276800
2017-06-01,"comm","V8",5483600
2017-07-01,"comm","V8",5688800
2017-08-01,"comm","V8",5895600
2017-09-01,"comm","V8",6108000
2017-10-01,"comm","V8",6331200
2017-11-01,"comm","V8",6568800
2017-12-01,"comm","V8",6818400
2018-01-01,"comm","V8",6951600
2018-02-01,"comm","V8",7105200
2018-03-01,"comm","V8",7229200
2018-04-01,"comm","V8",7348000
2018-05-01,"comm","V8",7495200
2018-06-01,"comm","V8",7656800
2018-07-01,"comm","V8",7783600
2018-08-01,"comm","V8",7897600
2018-09-01,"comm","V8",8034000
2018-10-01,"comm","V8",8206000
2018-11-01,"comm","V8",8345600
2018-12-01,"comm","V8",8469200
2016-01-01,"comm","V9",2469600
2016-02-01,"comm","V9",2602000
2016-03-01,"comm","V9",2730000
2016-04-01,"comm","V9",2878800
2016-05-01,"comm","V9",3038000
2016-06-01,"comm","V9",3209200
2016-07-01,"comm","V9",3397200
2016-08-01,"comm","V9",3563200
2016-09-01,"comm","V9",3754800
2016-10-01,"comm","V9",3946000
2016-11-01,"comm","V9",4142400
2016-12-01,"comm","V9",4385600
2017-01-01,"comm","V9",4551200
2017-02-01,"comm","V9",4730000
2017-03-01,"comm","V9",4896000
2017-04-01,"comm","V9",5083600
2017-05-01,"comm","V9",5244800
2017-06-01,"comm","V9",5429600
2017-07-01,"comm","V9",5633600
2017-08-01,"comm","V9",5823600
2017-09-01,"comm","V9",6024000
2017-10-01,"comm","V9",6255600
2017-11-01,"comm","V9",6467600
2017-12-01,"comm","V9",6683200
2018-01-01,"comm","V9",6824000
2018-02-01,"comm","V9",6962800
2018-03-01,"comm","V9",7065600
2018-04-01,"comm","V9",7196400
2018-05-01,"comm","V9",7297600
2018-06-01,"comm","V9",7422800
2018-07-01,"comm","V9",7569200
2018-08-01,"comm","V9",7684800
2018-09-01,"comm","V9",7812800
2018-10-01,"comm","V9",7958000
2018-11-01,"comm","V9",8074800
2018-12-01,"comm","V9",8205200
2016-01-01,"comm","V10",2469600
2016-02-01,"comm","V10",2598800
2016-03-01,"comm","V10",2729200
2016-04-01,"comm","V10",2876000
2016-05-01,"comm","V10",3041600
2016-06-01,"comm","V10",3188000
2016-07-01,"comm","V10",3353600
2016-08-01,"comm","V10",3531200
2016-09-01,"comm","V10",3711600
2016-10-01,"comm","V10",3899200
2016-11-01,"comm","V10",4120000
2016-12-01,"comm","V10",4333200
2017-01-01,"comm","V10",4516400
2017-02-01,"comm","V10",4695200
2017-03-01,"comm","V10",4864800
2017-04-01,"comm","V10",5060400
2017-05-01,"comm","V10",5254400
2017-06-01,"comm","V10",5452000
2017-07-01,"comm","V10",5665600
2017-08-01,"comm","V10",5828000
2017-09-01,"comm","V10",6022400
2017-10-01,"comm","V10",6202000
2017-11-01,"comm","V10",6426000
2017-12-01,"comm","V10",6658800
2018-01-01,"comm","V10",6740400
2018-02-01,"comm","V10",6826400
2018-03-01,"comm","V10",6943600
2018-04-01,"comm","V10",7086400
2018-05-01,"comm","V10",7233600
2018-06-01,"comm","V10",7370800
2018-07-01,"comm","V10",7504000
2018-08-01,"comm","V10",7626000
2018-09-01,"comm","V10",7795200
2018-10-01,"comm","V10",7947200
2018-11-01,"comm","V10",8087200
2018-12-01,"comm","V10",8244400
2016-01-01,"comm","V11",2469600
2016-02-01,"comm","V11",2598000
2016-03-01,"comm","V11",2732800
2016-04-01,"comm","V11",2878000
2016-05-01,"comm","V11",3034400
2016-06-01,"comm","V11",3198000
2016-07-01,"comm","V11",3372800
2016-08-01,"comm","V11",3564000
2016-09-01,"comm","V11",3747600
2016-10-01,"comm","V11",3958800
2016-11-01,"comm","V11",4156400
2016-12-01,"comm","V11",4354800
2017-01-01,"comm","V11",4497200
2017-02-01,"comm","V11",4667600
2017-03-01,"comm","V11",4835600
2017-04-01,"comm","V11",5016800
2017-05-01,"comm","V11",5204000
2017-06-01,"comm","V11",5386800
2017-07-01,"comm","V11",5602000
2017-08-01,"comm","V11",5797600
2017-09-01,"comm","V11",5981200
2017-10-01,"comm","V11",6207200
2017-11-01,"comm","V11",6431600
2017-12-01,"comm","V11",6692400
2018-01-01,"comm","V11",6808000
2018-02-01,"comm","V11",6940800
2018-03-01,"comm","V11",7093200
2018-04-01,"comm","V11",7229600
2018-05-01,"comm","V11",7351600
2018-06-01,"comm","V11",7464800
2018-07-01,"comm","V11",7588400
2018-08-01,"comm","V11",7743600
2018-09-01,"comm","V11",7862800
2018-10-01,"comm","V11",7998800
2018-11-01,"comm","V11",8112800
2018-12-01,"comm","V11",8231200
2016-01-01,"comm","V12",2469600
2016-02-01,"comm","V12",2612000
2016-03-01,"comm","V12",2751600
2016-04-01,"comm","V12",2907600
2016-05-01,"comm","V12",3073200
2016-06-01,"comm","V12",3233600
2016-07-01,"comm","V12",3430800
2016-08-01,"comm","V12",3628400
2016-09-01,"comm","V12",3809200
2016-10-01,"comm","V12",4019200
2016-11-01,"comm","V12",4223200
2016-12-01,"comm","V12",4448400
2017-01-01,"comm","V12",4589600
2017-02-01,"comm","V12",4742800
2017-03-01,"comm","V12",4915200
2017-04-01,"comm","V12",5100800
2017-05-01,"comm","V12",5304400
2017-06-01,"comm","V12",5501200
2017-07-01,"comm","V12",5686000
2017-08-01,"comm","V12",5910000
2017-09-01,"comm","V12",6126800
2017-10-01,"comm","V12",6352400
2017-11-01,"comm","V12",6558000
2017-12-01,"comm","V12",6790800
2018-01-01,"comm","V12",6904400
2018-02-01,"comm","V12",7040400
2018-03-01,"comm","V12",7190400
2018-04-01,"comm","V12",7315600
2018-05-01,"comm","V12",7455600
2018-06-01,"comm","V12",7604400
2018-07-01,"comm","V12",7772400
2018-08-01,"comm","V12",7910400
2018-09-01,"comm","V12",8049600
2018-10-01,"comm","V12",8203600
2018-11-01,"comm","V12",8312000
2018-12-01,"comm","V12",8477600
2016-01-01,"comm","V13",2469600
2016-02-01,"comm","V13",2604000
2016-03-01,"comm","V13",2735200
2016-04-01,"comm","V13",2888400
2016-05-01,"comm","V13",3039200
2016-06-01,"comm","V13",3213600
2016-07-01,"comm","V13",3395200
2016-08-01,"comm","V13",3592400
2016-09-01,"comm","V13",3793600
2016-10-01,"comm","V13",4018000
2016-11-01,"comm","V13",4235200
2016-12-01,"comm","V13",4468800
2017-01-01,"comm","V13",4604400
2017-02-01,"comm","V13",4773200
2017-03-01,"comm","V13",4938000
2017-04-01,"comm","V13",5087200
2017-05-01,"comm","V13",5254800
2017-06-01,"comm","V13",5449600
2017-07-01,"comm","V13",5647600
2017-08-01,"comm","V13",5832400
2017-09-01,"comm","V13",6055600
2017-10-01,"comm","V13",6291600
2017-11-01,"comm","V13",6512000
2017-12-01,"comm","V13",6744000
2018-01-01,"comm","V13",6884400
2018-02-01,"comm","V13",7027600
2018-03-01,"comm","V13",7175600
2018-04-01,"comm","V13",7328400
2018-05-01,"comm","V13",7455200
2018-06-01,"comm","V13",7551200
2018-07-01,"comm","V13",7704800
2018-08-01,"comm","V13",7821600
2018-09-01,"comm","V13",7914800
2018-10-01,"comm","V13",8055200
2018-11-01,"comm","V13",8184000
2018-12-01,"comm","V13",8321200
2016-01-01,"comm","V14",2469600
2016-02-01,"comm","V14",2603200
2016-03-01,"comm","V14",2736000
2016-04-01,"comm","V14",2881600
2016-05-01,"comm","V14",3022800
2016-06-01,"comm","V14",3184000
2016-07-01,"comm","V14",3378800
2016-08-01,"comm","V14",3550800
2016-09-01,"comm","V14",3750000
2016-10-01,"comm","V14",3959600
2016-11-01,"comm","V14",4147600
2016-12-01,"comm","V14",4350400
2017-01-01,"comm","V14",4501200
2017-02-01,"comm","V14",4687600
2017-03-01,"comm","V14",4878800
2017-04-01,"comm","V14",5070400
2017-05-01,"comm","V14",5291600
2017-06-01,"comm","V14",5506000
2017-07-01,"comm","V14",5700400
2017-08-01,"comm","V14",5894800
2017-09-01,"comm","V14",6121600
2017-10-01,"comm","V14",6332400
2017-11-01,"comm","V14",6564000
2017-12-01,"comm","V14",6794000
2018-01-01,"comm","V14",6947600
2018-02-01,"comm","V14",7074000
2018-03-01,"comm","V14",7191200
2018-04-01,"comm","V14",7354000
2018-05-01,"comm","V14",7462400
2018-06-01,"comm","V14",7578400
2018-07-01,"comm","V14",7729600
2018-08-01,"comm","V14",7826000
2018-09-01,"comm","V14",7969600
2018-10-01,"comm","V14",8141200
2018-11-01,"comm","V14",8276800
2018-12-01,"comm","V14",8416800
2016-01-01,"comm","V15",2469600
2016-02-01,"comm","V15",2597200
2016-03-01,"comm","V15",2722800
2016-04-01,"comm","V15",2864000
2016-05-01,"comm","V15",3015200
2016-06-01,"comm","V15",3182000
2016-07-01,"comm","V15",3368400
2016-08-01,"comm","V15",3521200
2016-09-01,"comm","V15",3709600
2016-10-01,"comm","V15",3920000
2016-11-01,"comm","V15",4145600
2016-12-01,"comm","V15",4376800
2017-01-01,"comm","V15",4519200
2017-02-01,"comm","V15",4672400
2017-03-01,"comm","V15",4825200
2017-04-01,"comm","V15",4997600
2017-05-01,"comm","V15",5193600
2017-06-01,"comm","V15",5384400
2017-07-01,"comm","V15",5596800
2017-08-01,"comm","V15",5793600
2017-09-01,"comm","V15",5988800
2017-10-01,"comm","V15",6224000
2017-11-01,"comm","V15",6450800
2017-12-01,"comm","V15",6700800
2018-01-01,"comm","V15",6794000
2018-02-01,"comm","V15",6897200
2018-03-01,"comm","V15",7047200
2018-04-01,"comm","V15",7178400
2018-05-01,"comm","V15",7316000
2018-06-01,"comm","V15",7485600
2018-07-01,"comm","V15",7604800
2018-08-01,"comm","V15",7741200
2018-09-01,"comm","V15",7866000
2018-10-01,"comm","V15",8002400
2018-11-01,"comm","V15",8153600
2018-12-01,"comm","V15",8331600
2016-01-01,"comm","V16",2469600
2016-02-01,"comm","V16",2600000
2016-03-01,"comm","V16",2734400
2016-04-01,"comm","V16",2890400
2016-05-01,"comm","V16",3060400
2016-06-01,"comm","V16",3228800
2016-07-01,"comm","V16",3412000
2016-08-01,"comm","V16",3594400
2016-09-01,"comm","V16",3790800
2016-10-01,"comm","V16",3998400
2016-11-01,"comm","V16",4202800
2016-12-01,"comm","V16",4411600
2017-01-01,"comm","V16",4588800
2017-02-01,"comm","V16",4741600
2017-03-01,"comm","V16",4918400
2017-04-01,"comm","V16",5095600
2017-05-01,"comm","V16",5276400
2017-06-01,"comm","V16",5478400
2017-07-01,"comm","V16",5661200
2017-08-01,"comm","V16",5831200
2017-09-01,"comm","V16",6041600
2017-10-01,"comm","V16",6286400
2017-11-01,"comm","V16",6491200
2017-12-01,"comm","V16",6710400
2018-01-01,"comm","V16",6864400
2018-02-01,"comm","V16",6976000
2018-03-01,"comm","V16",7122800
2018-04-01,"comm","V16",7267200
2018-05-01,"comm","V16",7390400
2018-06-01,"comm","V16",7530400
2018-07-01,"comm","V16",7624000
2018-08-01,"comm","V16",7775600
2018-09-01,"comm","V16",7910400
2018-10-01,"comm","V16",8044000
2018-11-01,"comm","V16",8157200
2018-12-01,"comm","V16",8293600
2016-01-01,"comm","V17",2469600
2016-02-01,"comm","V17",2603600
2016-03-01,"comm","V17",2743200
2016-04-01,"comm","V17",2898000
2016-05-01,"comm","V17",3062800
2016-06-01,"comm","V17",3223200
2016-07-01,"comm","V17",3391600
2016-08-01,"comm","V17",3572000
2016-09-01,"comm","V17",3776400
2016-10-01,"comm","V17",3978400
2016-11-01,"comm","V17",4197200
2016-12-01,"comm","V17",4429600
2017-01-01,"comm","V17",4587600
2017-02-01,"comm","V17",4758400
2017-03-01,"comm","V17",4941600
2017-04-01,"comm","V17",5117200
2017-05-01,"comm","V17",5300400
2017-06-01,"comm","V17",5492800
2017-07-01,"comm","V17",5700000
2017-08-01,"comm","V17",5937200
2017-09-01,"comm","V17",6172400
2017-10-01,"comm","V17",6425600
2017-11-01,"comm","V17",6642000
2017-12-01,"comm","V17",6891600
2018-01-01,"comm","V17",7008400
2018-02-01,"comm","V17",7146400
2018-03-01,"comm","V17",7295200
2018-04-01,"comm","V17",7379600
2018-05-01,"comm","V17",7493200
2018-06-01,"comm","V17",7622000
2018-07-01,"comm","V17",7754800
2018-08-01,"comm","V17",7872800
2018-09-01,"comm","V17",8025600
2018-10-01,"comm","V17",8140800
2018-11-01,"comm","V17",8294800
2018-12-01,"comm","V17",8435200
2016-01-01,"comm","V18",2469600
2016-02-01,"comm","V18",2602400
2016-03-01,"comm","V18",2746000
2016-04-01,"comm","V18",2890400
2016-05-01,"comm","V18",3052400
2016-06-01,"comm","V18",3230800
2016-07-01,"comm","V18",3414400
2016-08-01,"comm","V18",3612400
2016-09-01,"comm","V18",3808400
2016-10-01,"comm","V18",4002000
2016-11-01,"comm","V18",4199200
2016-12-01,"comm","V18",4440800
2017-01-01,"comm","V18",4592400
2017-02-01,"comm","V18",4782800
2017-03-01,"comm","V18",4949600
2017-04-01,"comm","V18",5098000
2017-05-01,"comm","V18",5293600
2017-06-01,"comm","V18",5471200
2017-07-01,"comm","V18",5659200
2017-08-01,"comm","V18",5858000
2017-09-01,"comm","V18",6069600
2017-10-01,"comm","V18",6276000
2017-11-01,"comm","V18",6499200
2017-12-01,"comm","V18",6712800
2018-01-01,"comm","V18",6838800
2018-02-01,"comm","V18",6941600
2018-03-01,"comm","V18",7064000
2018-04-01,"comm","V18",7176000
2018-05-01,"comm","V18",7262800
2018-06-01,"comm","V18",7370800
2018-07-01,"comm","V18",7526800
2018-08-01,"comm","V18",7673600
2018-09-01,"comm","V18",7808000
2018-10-01,"comm","V18",7932800
2018-11-01,"comm","V18",8062400
2018-12-01,"comm","V18",8188000
2016-01-01,"comm","V19",2469600
2016-02-01,"comm","V19",2600000
2016-03-01,"comm","V19",2736400
2016-04-01,"comm","V19",2885200
2016-05-01,"comm","V19",3037200
2016-06-01,"comm","V19",3194800
2016-07-01,"comm","V19",3361200
2016-08-01,"comm","V19",3527600
2016-09-01,"comm","V19",3711200
2016-10-01,"comm","V19",3909200
2016-11-01,"comm","V19",4112800
2016-12-01,"comm","V19",4353200
2017-01-01,"comm","V19",4508800
2017-02-01,"comm","V19",4648800
2017-03-01,"comm","V19",4822000
2017-04-01,"comm","V19",5006000
2017-05-01,"comm","V19",5186800
2017-06-01,"comm","V19",5387200
2017-07-01,"comm","V19",5571600
2017-08-01,"comm","V19",5782800
2017-09-01,"comm","V19",6000400
2017-10-01,"comm","V19",6231600
2017-11-01,"comm","V19",6455600
2017-12-01,"comm","V19",6678000
2018-01-01,"comm","V19",6769200
2018-02-01,"comm","V19",6860800
2018-03-01,"comm","V19",6979200
2018-04-01,"comm","V19",7110400
2018-05-01,"comm","V19",7233200
2018-06-01,"comm","V19",7330800
2018-07-01,"comm","V19",7446400
2018-08-01,"comm","V19",7590400
2018-09-01,"comm","V19",7744000
2018-10-01,"comm","V19",7890400
2018-11-01,"comm","V19",8000800
2018-12-01,"comm","V19",8144000
2016-01-01,"comm","V20",2469600
2016-02-01,"comm","V20",2599600
2016-03-01,"comm","V20",2734400
2016-04-01,"comm","V20",2876000
2016-05-01,"comm","V20",3038400
2016-06-01,"comm","V20",3188000
2016-07-01,"comm","V20",3360000
2016-08-01,"comm","V20",3530000
2016-09-01,"comm","V20",3712800
2016-10-01,"comm","V20",3921600
2016-11-01,"comm","V20",4140800
2016-12-01,"comm","V20",4358400
2017-01-01,"comm","V20",4506000
2017-02-01,"comm","V20",4662800
2017-03-01,"comm","V20",4855200
2017-04-01,"comm","V20",5028000
2017-05-01,"comm","V20",5164800
2017-06-01,"comm","V20",5328800
2017-07-01,"comm","V20",5525200
2017-08-01,"comm","V20",5726800
2017-09-01,"comm","V20",5936000
2017-10-01,"comm","V20",6161600
2017-11-01,"comm","V20",6397200
2017-12-01,"comm","V20",6635600
2018-01-01,"comm","V20",6768000
2018-02-01,"comm","V20",6890000
2018-03-01,"comm","V20",7010400
2018-04-01,"comm","V20",7108800
2018-05-01,"comm","V20",7224800
2018-06-01,"comm","V20",7357200
2018-07-01,"comm","V20",7487600
2018-08-01,"comm","V20",7578800
2018-09-01,"comm","V20",7730800
2018-10-01,"comm","V20",7836400
2018-11-01,"comm","V20",8003200
2018-12-01,"comm","V20",8114400
2016-01-01,"comm","V21",2469600
2016-02-01,"comm","V21",2599200
2016-03-01,"comm","V21",2745200
2016-04-01,"comm","V21",2900400
2016-05-01,"comm","V21",3054800
2016-06-01,"comm","V21",3229600
2016-07-01,"comm","V21",3390800
2016-08-01,"comm","V21",3568400
2016-09-01,"comm","V21",3747200
2016-10-01,"comm","V21",3955200
2016-11-01,"comm","V21",4163600
2016-12-01,"comm","V21",4396400
2017-01-01,"comm","V21",4550000
2017-02-01,"comm","V21",4702000
2017-03-01,"comm","V21",4870800
2017-04-01,"comm","V21",5039600
2017-05-01,"comm","V21",5198400
2017-06-01,"comm","V21",5393200
2017-07-01,"comm","V21",5623200
2017-08-01,"comm","V21",5865200
2017-09-01,"comm","V21",6103200
2017-10-01,"comm","V21",6315200
2017-11-01,"comm","V21",6537200
2017-12-01,"comm","V21",6778800
2018-01-01,"comm","V21",6914800
2018-02-01,"comm","V21",7052000
2018-03-01,"comm","V21",7157600
2018-04-01,"comm","V21",7252800
2018-05-01,"comm","V21",7379600
2018-06-01,"comm","V21",7510800
2018-07-01,"comm","V21",7652000
2018-08-01,"comm","V21",7803200
2018-09-01,"comm","V21",7972800
2018-10-01,"comm","V21",8124000
2018-11-01,"comm","V21",8284800
2018-12-01,"comm","V21",8444800
2016-01-01,"comm","V22",2469600
2016-02-01,"comm","V22",2613200
2016-03-01,"comm","V22",2735200
2016-04-01,"comm","V22",2890400
2016-05-01,"comm","V22",3054800
2016-06-01,"comm","V22",3216400
2016-07-01,"comm","V22",3390400
2016-08-01,"comm","V22",3568800
2016-09-01,"comm","V22",3775200
2016-10-01,"comm","V22",3966000
2016-11-01,"comm","V22",4183200
2016-12-01,"comm","V22",4400400
2017-01-01,"comm","V22",4567200
2017-02-01,"comm","V22",4727600
2017-03-01,"comm","V22",4886800
2017-04-01,"comm","V22",5068400
2017-05-01,"comm","V22",5236000
2017-06-01,"comm","V22",5407600
2017-07-01,"comm","V22",5552800
2017-08-01,"comm","V22",5747200
2017-09-01,"comm","V22",5931200
2017-10-01,"comm","V22",6130800
2017-11-01,"comm","V22",6333200
2017-12-01,"comm","V22",6556800
2018-01-01,"comm","V22",6672800
2018-02-01,"comm","V22",6778800
2018-03-01,"comm","V22",6893200
2018-04-01,"comm","V22",7030000
2018-05-01,"comm","V22",7122400
2018-06-01,"comm","V22",7226000
2018-07-01,"comm","V22",7346400
2018-08-01,"comm","V22",7514800
2018-09-01,"comm","V22",7656000
2018-10-01,"comm","V22",7799600
2018-11-01,"comm","V22",7930400
2018-12-01,"comm","V22",8058800
2016-01-01,"comm","V23",2469600
2016-02-01,"comm","V23",2599200
2016-03-01,"comm","V23",2749200
2016-04-01,"comm","V23",2894800
2016-05-01,"comm","V23",3038800
2016-06-01,"comm","V23",3222800
2016-07-01,"comm","V23",3406400
2016-08-01,"comm","V23",3591600
2016-09-01,"comm","V23",3781600
2016-10-01,"comm","V23",3998400
2016-11-01,"comm","V23",4219200
2016-12-01,"comm","V23",4448000
2017-01-01,"comm","V23",4617200
2017-02-01,"comm","V23",4770800
2017-03-01,"comm","V23",4976800
2017-04-01,"comm","V23",5171600
2017-05-01,"comm","V23",5321600
2017-06-01,"comm","V23",5518000
2017-07-01,"comm","V23",5724000
2017-08-01,"comm","V23",5919600
2017-09-01,"comm","V23",6112000
2017-10-01,"comm","V23",6318000
2017-11-01,"comm","V23",6524000
2017-12-01,"comm","V23",6768400
2018-01-01,"comm","V23",6937200
2018-02-01,"comm","V23",7072400
2018-03-01,"comm","V23",7212000
2018-04-01,"comm","V23",7329200
2018-05-01,"comm","V23",7513600
2018-06-01,"comm","V23",7636800
2018-07-01,"comm","V23",7834000
2018-08-01,"comm","V23",7931600
2018-09-01,"comm","V23",8086800
2018-10-01,"comm","V23",8275600
2018-11-01,"comm","V23",8462800
2018-12-01,"comm","V23",8625200
2016-01-01,"comm","V24",2469600
2016-02-01,"comm","V24",2610800
2016-03-01,"comm","V24",2732000
2016-04-01,"comm","V24",2877200
2016-05-01,"comm","V24",3043200
2016-06-01,"comm","V24",3206000
2016-07-01,"comm","V24",3371200
2016-08-01,"comm","V24",3549200
2016-09-01,"comm","V24",3726000
2016-10-01,"comm","V24",3932000
2016-11-01,"comm","V24",4147600
2016-12-01,"comm","V24",4375200
2017-01-01,"comm","V24",4540800
2017-02-01,"comm","V24",4692000
2017-03-01,"comm","V24",4876000
2017-04-01,"comm","V24",5034400
2017-05-01,"comm","V24",5230800
2017-06-01,"comm","V24",5414400
2017-07-01,"comm","V24",5605600
2017-08-01,"comm","V24",5777600
2017-09-01,"comm","V24",5992800
2017-10-01,"comm","V24",6193600
2017-11-01,"comm","V24",6410800
2017-12-01,"comm","V24",6638800
2018-01-01,"comm","V24",6749200
2018-02-01,"comm","V24",6869200
2018-03-01,"comm","V24",6988800
2018-04-01,"comm","V24",7099600
2018-05-01,"comm","V24",7243200
2018-06-01,"comm","V24",7369200
2018-07-01,"comm","V24",7512400
2018-08-01,"comm","V24",7639600
2018-09-01,"comm","V24",7798000
2018-10-01,"comm","V24",7932800
2018-11-01,"comm","V24",8056000
2018-12-01,"comm","V24",8238000
2016-01-01,"comm","V25",2469600
2016-02-01,"comm","V25",2606800
2016-03-01,"comm","V25",2748800
2016-04-01,"comm","V25",2883600
2016-05-01,"comm","V25",3040400
2016-06-01,"comm","V25",3196800
2016-07-01,"comm","V25",3363600
2016-08-01,"comm","V25",3554400
2016-09-01,"comm","V25",3746000
2016-10-01,"comm","V25",3926800
2016-11-01,"comm","V25",4143200
2016-12-01,"comm","V25",4363200
2017-01-01,"comm","V25",4536000
2017-02-01,"comm","V25",4716800
2017-03-01,"comm","V25",4894800
2017-04-01,"comm","V25",5071200
2017-05-01,"comm","V25",5255600
2017-06-01,"comm","V25",5456400
2017-07-01,"comm","V25",5637200
2017-08-01,"comm","V25",5824800
2017-09-01,"comm","V25",6041200
2017-10-01,"comm","V25",6262800
2017-11-01,"comm","V25",6507200
2017-12-01,"comm","V25",6754400
2018-01-01,"comm","V25",6907600
2018-02-01,"comm","V25",7022400
2018-03-01,"comm","V25",7145600
2018-04-01,"comm","V25",7256000
2018-05-01,"comm","V25",7391200
2018-06-01,"comm","V25",7562000
2018-07-01,"comm","V25",7720000
2018-08-01,"comm","V25",7826000
2018-09-01,"comm","V25",8010800
2018-10-01,"comm","V25",8196400
2018-11-01,"comm","V25",8349600
2018-12-01,"comm","V25",8548400
2016-01-01,"comm","V26",2469600
2016-02-01,"comm","V26",2599600
2016-03-01,"comm","V26",2743200
2016-04-01,"comm","V26",2905600
2016-05-01,"comm","V26",3062000
2016-06-01,"comm","V26",3226800
2016-07-01,"comm","V26",3410000
2016-08-01,"comm","V26",3607600
2016-09-01,"comm","V26",3817200
2016-10-01,"comm","V26",4024000
2016-11-01,"comm","V26",4237600
2016-12-01,"comm","V26",4489200
2017-01-01,"comm","V26",4657200
2017-02-01,"comm","V26",4843600
2017-03-01,"comm","V26",4994800
2017-04-01,"comm","V26",5184400
2017-05-01,"comm","V26",5346400
2017-06-01,"comm","V26",5533600
2017-07-01,"comm","V26",5742800
2017-08-01,"comm","V26",5953200
2017-09-01,"comm","V26",6166000
2017-10-01,"comm","V26",6370800
2017-11-01,"comm","V26",6596000
2017-12-01,"comm","V26",6861600
2018-01-01,"comm","V26",7e+06
2018-02-01,"comm","V26",7140800
2018-03-01,"comm","V26",7316400
2018-04-01,"comm","V26",7467200
2018-05-01,"comm","V26",7569600
2018-06-01,"comm","V26",7703600
2018-07-01,"comm","V26",7850000
2018-08-01,"comm","V26",7971600
2018-09-01,"comm","V26",8106000
2018-10-01,"comm","V26",8244000
2018-11-01,"comm","V26",8388800
2018-12-01,"comm","V26",8600000
2016-01-01,"comm","V27",2469600
2016-02-01,"comm","V27",2605200
2016-03-01,"comm","V27",2752000
2016-04-01,"comm","V27",2899200
2016-05-01,"comm","V27",3056800
2016-06-01,"comm","V27",3237200
2016-07-01,"comm","V27",3403600
2016-08-01,"comm","V27",3601200
2016-09-01,"comm","V27",3796400
2016-10-01,"comm","V27",3996800
2016-11-01,"comm","V27",4238800
2016-12-01,"comm","V27",4453600
2017-01-01,"comm","V27",4595200
2017-02-01,"comm","V27",4756800
2017-03-01,"comm","V27",4950000
2017-04-01,"comm","V27",5122400
2017-05-01,"comm","V27",5316000
2017-06-01,"comm","V27",5483600
2017-07-01,"comm","V27",5659600
2017-08-01,"comm","V27",5846800
2017-09-01,"comm","V27",6050400
2017-10-01,"comm","V27",6253200
2017-11-01,"comm","V27",6480400
2017-12-01,"comm","V27",6693600
2018-01-01,"comm","V27",6762800
2018-02-01,"comm","V27",6891200
2018-03-01,"comm","V27",7009200
2018-04-01,"comm","V27",7153600
2018-05-01,"comm","V27",7249600
2018-06-01,"comm","V27",7385600
2018-07-01,"comm","V27",7565600
2018-08-01,"comm","V27",7709600
2018-09-01,"comm","V27",7809200
2018-10-01,"comm","V27",7952800
2018-11-01,"comm","V27",8100800
2018-12-01,"comm","V27",8255600
2016-01-01,"comm","V28",2469600
2016-02-01,"comm","V28",2607600
2016-03-01,"comm","V28",2738000
2016-04-01,"comm","V28",2887600
2016-05-01,"comm","V28",3047200
2016-06-01,"comm","V28",3209600
2016-07-01,"comm","V28",3372000
2016-08-01,"comm","V28",3569200
2016-09-01,"comm","V28",3754800
2016-10-01,"comm","V28",3956800
2016-11-01,"comm","V28",4186400
2016-12-01,"comm","V28",4410800
