"ym","mdl","variable","value"
2017-04-01,"lead","V87",4368578.57132708
2017-05-01,"lead","V87",4736623.20281381
2017-06-01,"lead","V87",5112631.93580313
2017-07-01,"lead","V87",5594291.1643159
2017-08-01,"lead","V87",6028397.09918964
2017-09-01,"lead","V87",6510293.96060814
2017-10-01,"lead","V87",7033007.91942453
2017-11-01,"lead","V87",7628622.90499935
2017-12-01,"lead","V87",8219423.24404781
2018-01-01,"lead","V87",8489312.26484087
2018-02-01,"lead","V87",8752075.84899269
2018-03-01,"lead","V87",9016348.96166479
2018-04-01,"lead","V87",9301379.82623908
2018-05-01,"lead","V87",9582905.423188
2018-06-01,"lead","V87",9884618.2863926
2018-07-01,"lead","V87",10156968.4053258
2018-08-01,"lead","V87",10460399.8155182
2018-09-01,"lead","V87",10712021.4095873
2018-10-01,"lead","V87",11057713.9067312
2018-11-01,"lead","V87",11384708.5694484
2018-12-01,"lead","V87",11758083.1555692
2016-01-01,"lead","V88",987840
2016-02-01,"lead","V88",1093503.07068616
2016-03-01,"lead","V88",1217850.19682512
2016-04-01,"lead","V88",1355720.7407296
2016-05-01,"lead","V88",1510249.36963803
2016-06-01,"lead","V88",1672046.2038827
2016-07-01,"lead","V88",1875835.71783972
2016-08-01,"lead","V88",2071384.1709735
2016-09-01,"lead","V88",2304626.47727051
2016-10-01,"lead","V88",2564291.72794138
2016-11-01,"lead","V88",2843517.71093795
2016-12-01,"lead","V88",3186632.85453459
2017-01-01,"lead","V88",3455087.36138781
2017-02-01,"lead","V88",3732181.73401898
2017-03-01,"lead","V88",4046841.29651784
2017-04-01,"lead","V88",4383289.99365848
2017-05-01,"lead","V88",4764774.57186356
2017-06-01,"lead","V88",5172593.10362951
2017-07-01,"lead","V88",5552622.81851942
2017-08-01,"lead","V88",6017452.58330375
2017-09-01,"lead","V88",6529978.84765889
2017-10-01,"lead","V88",7070814.34209118
2017-11-01,"lead","V88",7644960.90206934
2017-12-01,"lead","V88",8285263.07418412
2018-01-01,"lead","V88",8476407.33443498
2018-02-01,"lead","V88",8759386.29471786
2018-03-01,"lead","V88",9034151.70408982
2018-04-01,"lead","V88",9293236.72463315
2018-05-01,"lead","V88",9598314.32577736
2018-06-01,"lead","V88",9876904.0580823
2018-07-01,"lead","V88",10235902.6082016
2018-08-01,"lead","V88",10502978.0131258
2018-09-01,"lead","V88",10851277.9313893
2018-10-01,"lead","V88",11235984.0352557
2018-11-01,"lead","V88",11574896.5051672
2018-12-01,"lead","V88",11822099.9375703
2016-01-01,"lead","V89",987840
2016-02-01,"lead","V89",1109669.47299225
2016-03-01,"lead","V89",1230105.54218945
2016-04-01,"lead","V89",1368232.22606358
2016-05-01,"lead","V89",1516149.57730627
2016-06-01,"lead","V89",1680493.93204846
2016-07-01,"lead","V89",1878963.66095859
2016-08-01,"lead","V89",2095542.81291534
2016-09-01,"lead","V89",2335193.18960559
2016-10-01,"lead","V89",2607196.00167039
2016-11-01,"lead","V89",2916562.1438554
2016-12-01,"lead","V89",3253944.0705673
2017-01-01,"lead","V89",3507833.18965167
2017-02-01,"lead","V89",3809367.38301791
2017-03-01,"lead","V89",4136252.67934328
2017-04-01,"lead","V89",4474072.73325947
2017-05-01,"lead","V89",4857771.32178099
2017-06-01,"lead","V89",5292188.46844014
2017-07-01,"lead","V89",5752129.34411197
2017-08-01,"lead","V89",6245554.19178709
2017-09-01,"lead","V89",6867540.88662904
2017-10-01,"lead","V89",7391578.39514821
2017-11-01,"lead","V89",7989488.92096556
2017-12-01,"lead","V89",8589295.08173802
2018-01-01,"lead","V89",8919653.69119618
2018-02-01,"lead","V89",9183937.92548651
2018-03-01,"lead","V89",9484203.1893976
2018-04-01,"lead","V89",9809193.58250631
2018-05-01,"lead","V89",10114866.9688268
2018-06-01,"lead","V89",10389924.6492177
2018-07-01,"lead","V89",10706852.08148
2018-08-01,"lead","V89",11086190.8058488
2018-09-01,"lead","V89",11376888.7959006
2018-10-01,"lead","V89",11657160.5503044
2018-11-01,"lead","V89",12039660.1076846
2018-12-01,"lead","V89",12420376.4789746
2016-01-01,"lead","V90",987840
2016-02-01,"lead","V90",1096537.45215172
2016-03-01,"lead","V90",1228663.32756279
2016-04-01,"lead","V90",1360041.73284411
2016-05-01,"lead","V90",1511094.60875847
2016-06-01,"lead","V90",1674339.44720601
2016-07-01,"lead","V90",1866523.38402577
2016-08-01,"lead","V90",2085361.8328214
2016-09-01,"lead","V90",2315208.89072888
2016-10-01,"lead","V90",2584245.31270438
2016-11-01,"lead","V90",2877864.21353319
2016-12-01,"lead","V90",3192715.33056954
2017-01-01,"lead","V90",3460388.64015182
2017-02-01,"lead","V90",3749020.74307394
2017-03-01,"lead","V90",4076723.44779912
2017-04-01,"lead","V90",4458493.52577763
2017-05-01,"lead","V90",4851972.82085963
2017-06-01,"lead","V90",5243705.82780981
2017-07-01,"lead","V90",5656995.63645253
2017-08-01,"lead","V90",6119848.91599429
2017-09-01,"lead","V90",6575322.37030861
2017-10-01,"lead","V90",7124683.34976228
2017-11-01,"lead","V90",7652335.52966226
2017-12-01,"lead","V90",8313407.8451572
2018-01-01,"lead","V90",8571557.13787754
2018-02-01,"lead","V90",8822459.2440255
2018-03-01,"lead","V90",9043353.9311203
2018-04-01,"lead","V90",9313536.1492786
2018-05-01,"lead","V90",9586299.92803787
2018-06-01,"lead","V90",9918979.91501129
2018-07-01,"lead","V90",10290557.2066259
2018-08-01,"lead","V90",10637594.7838061
2018-09-01,"lead","V90",10903757.8401561
2018-10-01,"lead","V90",11216124.4688822
2018-11-01,"lead","V90",11544631.7578906
2018-12-01,"lead","V90",11958944.5976322
2016-01-01,"lead","V91",987840
2016-02-01,"lead","V91",1094772.68003031
2016-03-01,"lead","V91",1219155.50582262
2016-04-01,"lead","V91",1358475.76471516
2016-05-01,"lead","V91",1520548.2777506
2016-06-01,"lead","V91",1688490.9369942
2016-07-01,"lead","V91",1874075.04795867
2016-08-01,"lead","V91",2091064.23739334
2016-09-01,"lead","V91",2337680.26885487
2016-10-01,"lead","V91",2614470.98533603
2016-11-01,"lead","V91",2919183.15342494
2016-12-01,"lead","V91",3248426.09188104
2017-01-01,"lead","V91",3496173.55853646
2017-02-01,"lead","V91",3757793.31399948
2017-03-01,"lead","V91",4065715.17177558
2017-04-01,"lead","V91",4388109.3371662
2017-05-01,"lead","V91",4737351.85906442
2017-06-01,"lead","V91",5123410.39986906
2017-07-01,"lead","V91",5584954.93340833
2017-08-01,"lead","V91",6034150.61655382
2017-09-01,"lead","V91",6497897.7222178
2017-10-01,"lead","V91",6989458.42880474
2017-11-01,"lead","V91",7532610.06269131
2017-12-01,"lead","V91",8134719.00298942
2018-01-01,"lead","V91",8436205.4552797
2018-02-01,"lead","V91",8659919.82919602
2018-03-01,"lead","V91",8938340.93287644
2018-04-01,"lead","V91",9245876.07644875
2018-05-01,"lead","V91",9529299.80019254
2018-06-01,"lead","V91",9797388.90153823
2018-07-01,"lead","V91",10010744.2653241
2018-08-01,"lead","V91",10297713.3086015
2018-09-01,"lead","V91",10647798.2145029
2018-10-01,"lead","V91",11017418.6225157
2018-11-01,"lead","V91",11422914.5132853
2018-12-01,"lead","V91",11734050.0324424
2016-01-01,"lead","V92",987840
2016-02-01,"lead","V92",1103384.57273565
2016-03-01,"lead","V92",1230831.00780493
2016-04-01,"lead","V92",1375819.06648798
2016-05-01,"lead","V92",1523689.4289827
2016-06-01,"lead","V92",1692912.72498233
2016-07-01,"lead","V92",1892052.85038503
2016-08-01,"lead","V92",2102728.99764772
2016-09-01,"lead","V92",2345740.06663278
2016-10-01,"lead","V92",2609409.24145441
2016-11-01,"lead","V92",2879205.46407446
2016-12-01,"lead","V92",3197375.28251846
2017-01-01,"lead","V92",3469336.56528471
2017-02-01,"lead","V92",3781279.14902743
2017-03-01,"lead","V92",4083012.28828604
2017-04-01,"lead","V92",4427349.3492088
2017-05-01,"lead","V92",4797258.37586538
2017-06-01,"lead","V92",5169622.28460001
2017-07-01,"lead","V92",5557313.49815291
2017-08-01,"lead","V92",5966285.41428723
2017-09-01,"lead","V92",6443301.55841065
2017-10-01,"lead","V92",6981423.8781929
2017-11-01,"lead","V92",7496512.41280737
2017-12-01,"lead","V92",8079604.79643093
2018-01-01,"lead","V92",8284700.54009357
2018-02-01,"lead","V92",8506644.82741557
2018-03-01,"lead","V92",8719114.43272338
2018-04-01,"lead","V92",8984118.90828948
2018-05-01,"lead","V92",9315268.17113074
2018-06-01,"lead","V92",9528304.6129826
2018-07-01,"lead","V92",9873761.19600532
2018-08-01,"lead","V92",10231442.1390052
2018-09-01,"lead","V92",10476551.3960084
2018-10-01,"lead","V92",10712178.0294152
2018-11-01,"lead","V92",11107792.2483883
2018-12-01,"lead","V92",11485909.0064079
2016-01-01,"lead","V93",987840
2016-02-01,"lead","V93",1101428.87417685
2016-03-01,"lead","V93",1222915.44390111
2016-04-01,"lead","V93",1341207.24959874
2016-05-01,"lead","V93",1494799.49308858
2016-06-01,"lead","V93",1659127.51762108
2016-07-01,"lead","V93",1853781.67811955
2016-08-01,"lead","V93",2059413.81981774
2016-09-01,"lead","V93",2291417.19208986
2016-10-01,"lead","V93",2550549.8001058
2016-11-01,"lead","V93",2826369.09565793
2016-12-01,"lead","V93",3149144.16617614
2017-01-01,"lead","V93",3344486.47941266
2017-02-01,"lead","V93",3620102.18273147
2017-03-01,"lead","V93",3944689.51974295
2017-04-01,"lead","V93",4254292.75652852
2017-05-01,"lead","V93",4628246.01335035
2017-06-01,"lead","V93",5011069.63005806
2017-07-01,"lead","V93",5435427.01907486
2017-08-01,"lead","V93",5870431.05679881
2017-09-01,"lead","V93",6332345.50786142
2017-10-01,"lead","V93",6850292.48065292
2017-11-01,"lead","V93",7413939.18057003
2017-12-01,"lead","V93",8049667.54258489
2018-01-01,"lead","V93",8302431.42008506
2018-02-01,"lead","V93",8517568.55556943
2018-03-01,"lead","V93",8827567.73880174
2018-04-01,"lead","V93",9183092.35137984
2018-05-01,"lead","V93",9406297.18648057
2018-06-01,"lead","V93",9667872.44658601
2018-07-01,"lead","V93",9920870.42446362
2018-08-01,"lead","V93",10210142.5770158
2018-09-01,"lead","V93",10485033.4968347
2018-10-01,"lead","V93",10836704.2310152
2018-11-01,"lead","V93",11153569.822305
2018-12-01,"lead","V93",11449086.4817465
2016-01-01,"lead","V94",987840
2016-02-01,"lead","V94",1097617.32833604
2016-03-01,"lead","V94",1214054.10233262
2016-04-01,"lead","V94",1344864.66941993
2016-05-01,"lead","V94",1496283.50884894
2016-06-01,"lead","V94",1679826.41534399
2016-07-01,"lead","V94",1862818.81238107
2016-08-01,"lead","V94",2076562.74343932
2016-09-01,"lead","V94",2312272.70533382
2016-10-01,"lead","V94",2579121.42262474
2016-11-01,"lead","V94",2854648.57781379
2016-12-01,"lead","V94",3188752.10969085
2017-01-01,"lead","V94",3452308.05850291
2017-02-01,"lead","V94",3729951.00804141
2017-03-01,"lead","V94",4038288.83358961
2017-04-01,"lead","V94",4395531.09089441
2017-05-01,"lead","V94",4754959.52516181
2017-06-01,"lead","V94",5122455.89609683
2017-07-01,"lead","V94",5569501.03424748
2017-08-01,"lead","V94",6018797.49163589
2017-09-01,"lead","V94",6584842.71838616
2017-10-01,"lead","V94",7091883.50033401
2017-11-01,"lead","V94",7699248.54295001
2017-12-01,"lead","V94",8348644.46363208
2018-01-01,"lead","V94",8598022.15499498
2018-02-01,"lead","V94",8838897.97913096
2018-03-01,"lead","V94",9062561.3905063
2018-04-01,"lead","V94",9375513.99432919
2018-05-01,"lead","V94",9688094.19648757
2018-06-01,"lead","V94",10018846.1541994
2018-07-01,"lead","V94",10215750.2497519
2018-08-01,"lead","V94",10593201.6202068
2018-09-01,"lead","V94",10916294.6178227
2018-10-01,"lead","V94",11266271.488926
2018-11-01,"lead","V94",11643560.9093336
2018-12-01,"lead","V94",11975238.3541937
2016-01-01,"lead","V95",987840
2016-02-01,"lead","V95",1110199.74998952
2016-03-01,"lead","V95",1235425.15005618
2016-04-01,"lead","V95",1366614.32336836
2016-05-01,"lead","V95",1517813.82814291
2016-06-01,"lead","V95",1676533.33450769
2016-07-01,"lead","V95",1867529.02877638
2016-08-01,"lead","V95",2081286.0790797
2016-09-01,"lead","V95",2306545.68728988
2016-10-01,"lead","V95",2570678.37588175
2016-11-01,"lead","V95",2851907.74836878
2016-12-01,"lead","V95",3154926.23617165
2017-01-01,"lead","V95",3406192.29886699
2017-02-01,"lead","V95",3685385.3869626
2017-03-01,"lead","V95",3998592.08090667
2017-04-01,"lead","V95",4341069.76736669
2017-05-01,"lead","V95",4675995.23198128
2017-06-01,"lead","V95",5086624.39224007
2017-07-01,"lead","V95",5502171.4729981
2017-08-01,"lead","V95",5964235.70130198
2017-09-01,"lead","V95",6465092.58042876
2017-10-01,"lead","V95",6986723.81548716
2017-11-01,"lead","V95",7493687.0179532
2017-12-01,"lead","V95",8118710.40122225
2018-01-01,"lead","V95",8352263.12440633
2018-02-01,"lead","V95",8541198.88407499
2018-03-01,"lead","V95",8794537.30497978
2018-04-01,"lead","V95",8985562.34683427
2018-05-01,"lead","V95",9301961.33339594
2018-06-01,"lead","V95",9550466.75060032
2018-07-01,"lead","V95",9903692.72984886
2018-08-01,"lead","V95",10179732.5847446
2018-09-01,"lead","V95",10449716.7797734
2018-10-01,"lead","V95",10791009.5478603
2018-11-01,"lead","V95",11243709.2154941
2018-12-01,"lead","V95",11550190.139268
2016-01-01,"lead","V96",987840
2016-02-01,"lead","V96",1108999.04919957
2016-03-01,"lead","V96",1237902.5910034
2016-04-01,"lead","V96",1377615.10838829
2016-05-01,"lead","V96",1529522.53194113
2016-06-01,"lead","V96",1693923.32489723
2016-07-01,"lead","V96",1878279.9484262
2016-08-01,"lead","V96",2093875.27792764
2016-09-01,"lead","V96",2312939.00065373
2016-10-01,"lead","V96",2552757.09335625
2016-11-01,"lead","V96",2850460.74383021
2016-12-01,"lead","V96",3186636.98685345
2017-01-01,"lead","V96",3438800.71115243
2017-02-01,"lead","V96",3722486.1097452
2017-03-01,"lead","V96",4033583.69975478
2017-04-01,"lead","V96",4363503.07932073
2017-05-01,"lead","V96",4749910.13369945
2017-06-01,"lead","V96",5127616.60215294
2017-07-01,"lead","V96",5508195.73394296
2017-08-01,"lead","V96",5962773.69414064
2017-09-01,"lead","V96",6443014.54726712
2017-10-01,"lead","V96",6959466.53539245
2017-11-01,"lead","V96",7516813.75078133
2017-12-01,"lead","V96",8122272.95208706
2018-01-01,"lead","V96",8386119.80879165
2018-02-01,"lead","V96",8648618.06316173
2018-03-01,"lead","V96",8856057.81239866
2018-04-01,"lead","V96",9072733.49548781
2018-05-01,"lead","V96",9348799.53248398
2018-06-01,"lead","V96",9559184.00949603
2018-07-01,"lead","V96",9873170.69041147
2018-08-01,"lead","V96",10172526.7009495
2018-09-01,"lead","V96",10508659.1416607
2018-10-01,"lead","V96",10741070.8600635
2018-11-01,"lead","V96",11092090.814197
2018-12-01,"lead","V96",11422492.6234106
2016-01-01,"lead","V97",987840
2016-02-01,"lead","V97",1105632.65220637
2016-03-01,"lead","V97",1231129.81540902
2016-04-01,"lead","V97",1371506.10849048
2016-05-01,"lead","V97",1522120.44795875
2016-06-01,"lead","V97",1681500.24376373
2016-07-01,"lead","V97",1866573.39483395
2016-08-01,"lead","V97",2066363.20825109
2016-09-01,"lead","V97",2293576.79047674
2016-10-01,"lead","V97",2550777.7456481
2016-11-01,"lead","V97",2837913.10475897
2016-12-01,"lead","V97",3169529.64339237
2017-01-01,"lead","V97",3438752.68652707
2017-02-01,"lead","V97",3715820.62164459
2017-03-01,"lead","V97",4014164.68121573
2017-04-01,"lead","V97",4364125.60740224
2017-05-01,"lead","V97",4755683.96429866
2017-06-01,"lead","V97",5147086.13444279
2017-07-01,"lead","V97",5596725.54350506
2017-08-01,"lead","V97",6029285.27946616
2017-09-01,"lead","V97",6564432.99433929
2017-10-01,"lead","V97",7126726.43729902
2017-11-01,"lead","V97",7710843.31825742
2017-12-01,"lead","V97",8296759.4494561
2018-01-01,"lead","V97",8591168.75933753
2018-02-01,"lead","V97",8755205.67928883
2018-03-01,"lead","V97",9017708.87376045
2018-04-01,"lead","V97",9246123.733451
2018-05-01,"lead","V97",9569286.55199341
2018-06-01,"lead","V97",9837148.86429914
2018-07-01,"lead","V97",10207007.8927409
2018-08-01,"lead","V97",10579689.3655866
2018-09-01,"lead","V97",10781998.9750975
2018-10-01,"lead","V97",11117190.1533294
2018-11-01,"lead","V97",11463724.317729
2018-12-01,"lead","V97",11722757.4611894
2016-01-01,"lead","V98",987840
2016-02-01,"lead","V98",1098485.18471054
2016-03-01,"lead","V98",1218581.90361964
2016-04-01,"lead","V98",1357492.03481353
2016-05-01,"lead","V98",1525932.18055923
2016-06-01,"lead","V98",1698161.3786233
2016-07-01,"lead","V98",1901923.1167436
2016-08-01,"lead","V98",2107190.6039066
2016-09-01,"lead","V98",2356287.87641747
2016-10-01,"lead","V98",2637016.41653177
2016-11-01,"lead","V98",2948969.00308921
2016-12-01,"lead","V98",3267949.50195002
2017-01-01,"lead","V98",3544920.20420449
2017-02-01,"lead","V98",3854201.05377417
2017-03-01,"lead","V98",4158147.98824438
2017-04-01,"lead","V98",4540356.03851036
2017-05-01,"lead","V98",4880521.08580009
2017-06-01,"lead","V98",5281680.27369732
2017-07-01,"lead","V98",5699243.52903845
2017-08-01,"lead","V98",6195697.90736423
2017-09-01,"lead","V98",6693734.22344679
2017-10-01,"lead","V98",7243147.15595999
2017-11-01,"lead","V98",7862948.94827367
2017-12-01,"lead","V98",8625352.713831
2018-01-01,"lead","V98",8873315.8630951
2018-02-01,"lead","V98",9063589.93446667
2018-03-01,"lead","V98",9326480.65828113
2018-04-01,"lead","V98",9594912.94919736
2018-05-01,"lead","V98",9873399.05649775
2018-06-01,"lead","V98",10186076.9115208
2018-07-01,"lead","V98",10490586.2982338
2018-08-01,"lead","V98",10809241.4153036
2018-09-01,"lead","V98",11234605.734255
2018-10-01,"lead","V98",11634135.8448564
2018-11-01,"lead","V98",11971925.6959213
2018-12-01,"lead","V98",12296218.9535528
2016-01-01,"lead","V99",987840
2016-02-01,"lead","V99",1102535.46111702
2016-03-01,"lead","V99",1232897.35590213
2016-04-01,"lead","V99",1368225.79740891
2016-05-01,"lead","V99",1517829.25384913
2016-06-01,"lead","V99",1703880.56813575
2016-07-01,"lead","V99",1889146.61984202
2016-08-01,"lead","V99",2095966.87364595
2016-09-01,"lead","V99",2336888.93523594
2016-10-01,"lead","V99",2607151.8669885
2016-11-01,"lead","V99",2924450.65525094
2016-12-01,"lead","V99",3246026.2589908
2017-01-01,"lead","V99",3525853.84834674
2017-02-01,"lead","V99",3842584.86303911
2017-03-01,"lead","V99",4153719.61228207
2017-04-01,"lead","V99",4484152.72131464
2017-05-01,"lead","V99",4889934.54281138
2017-06-01,"lead","V99",5329341.55517362
2017-07-01,"lead","V99",5753140.87477804
2017-08-01,"lead","V99",6203885.66155684
2017-09-01,"lead","V99",6724729.47360041
2017-10-01,"lead","V99",7282209.91510489
2017-11-01,"lead","V99",7905624.32089861
2017-12-01,"lead","V99",8489444.55896808
2018-01-01,"lead","V99",8677689.63537703
2018-02-01,"lead","V99",8951524.31410931
2018-03-01,"lead","V99",9166320.87857385
2018-04-01,"lead","V99",9473021.54906519
2018-05-01,"lead","V99",9770675.08024197
2018-06-01,"lead","V99",10068629.3364957
2018-07-01,"lead","V99",10272260.147944
2018-08-01,"lead","V99",10476337.5612907
2018-09-01,"lead","V99",10766255.01571
2018-10-01,"lead","V99",11130960.6925079
2018-11-01,"lead","V99",11479064.496632
2018-12-01,"lead","V99",11823065.2602015
2016-01-01,"lead","V100",987840
2016-02-01,"lead","V100",1092625.22226578
2016-03-01,"lead","V100",1218786.37954259
2016-04-01,"lead","V100",1359460.80938374
2016-05-01,"lead","V100",1513712.73546239
2016-06-01,"lead","V100",1690364.04465274
2016-07-01,"lead","V100",1872802.39625663
2016-08-01,"lead","V100",2088690.41445359
2016-09-01,"lead","V100",2313020.20546513
2016-10-01,"lead","V100",2580867.6090906
2016-11-01,"lead","V100",2864378.1192585
2016-12-01,"lead","V100",3224372.33937043
2017-01-01,"lead","V100",3484257.8160447
2017-02-01,"lead","V100",3745835.30468015
2017-03-01,"lead","V100",4034356.96355171
2017-04-01,"lead","V100",4383690.38476934
2017-05-01,"lead","V100",4719620.57001736
2017-06-01,"lead","V100",5111652.88698476
2017-07-01,"lead","V100",5529197.51172858
2017-08-01,"lead","V100",5887216.75754204
2017-09-01,"lead","V100",6339351.79389333
2017-10-01,"lead","V100",6801925.45543694
2017-11-01,"lead","V100",7320346.44001633
2017-12-01,"lead","V100",7943854.33672033
2018-01-01,"lead","V100",8164486.43547223
2018-02-01,"lead","V100",8413362.99538291
2018-03-01,"lead","V100",8683723.08005507
2018-04-01,"lead","V100",8983686.89463401
2018-05-01,"lead","V100",9281636.57201822
2018-06-01,"lead","V100",9512490.22221181
2018-07-01,"lead","V100",9818832.76814552
2018-08-01,"lead","V100",10068717.5730348
2018-09-01,"lead","V100",10407185.2902976
2018-10-01,"lead","V100",10775319.213707
2018-11-01,"lead","V100",11224323.6964362
2018-12-01,"lead","V100",11496259.7850385
2016-01-01,"lead","V101",987840
2016-02-01,"lead","V101",1104170.89860616
2016-03-01,"lead","V101",1229518.45536064
2016-04-01,"lead","V101",1372637.06039907
2016-05-01,"lead","V101",1523024.55150314
2016-06-01,"lead","V101",1679440.57642176
2016-07-01,"lead","V101",1860894.646341
2016-08-01,"lead","V101",2066866.26769666
2016-09-01,"lead","V101",2273675.50087639
2016-10-01,"lead","V101",2510145.91140574
2016-11-01,"lead","V101",2798180.41103054
2016-12-01,"lead","V101",3091219.65253308
2017-01-01,"lead","V101",3333715.52754573
2017-02-01,"lead","V101",3605863.71984549
2017-03-01,"lead","V101",3879493.50032881
2017-04-01,"lead","V101",4203266.41498258
2017-05-01,"lead","V101",4545476.660239
2017-06-01,"lead","V101",4895588.85436972
2017-07-01,"lead","V101",5328128.10345402
2017-08-01,"lead","V101",5800976.69313116
2017-09-01,"lead","V101",6331848.77428604
2017-10-01,"lead","V101",6824248.59881389
2017-11-01,"lead","V101",7401770.41336361
2017-12-01,"lead","V101",8002147.98973004
2018-01-01,"lead","V101",8222592.83193272
2018-02-01,"lead","V101",8467518.66559804
2018-03-01,"lead","V101",8674786.16372419
2018-04-01,"lead","V101",8969262.1902482
2018-05-01,"lead","V101",9178971.52879046
2018-06-01,"lead","V101",9439550.04467843
2018-07-01,"lead","V101",9768712.19545364
2018-08-01,"lead","V101",10088541.1437733
2018-09-01,"lead","V101",10358548.7816467
2018-10-01,"lead","V101",10649345.0773631
2018-11-01,"lead","V101",10994693.4580117
2018-12-01,"lead","V101",11346324.6758499
2016-01-01,"lead","V102",987840
2016-02-01,"lead","V102",1098491.40531521
2016-03-01,"lead","V102",1235449.54371615
2016-04-01,"lead","V102",1384690.1135332
2016-05-01,"lead","V102",1534154.66801488
2016-06-01,"lead","V102",1712477.37716643
2016-07-01,"lead","V102",1905478.18534701
2016-08-01,"lead","V102",2125415.84946326
2016-09-01,"lead","V102",2367663.09078639
2016-10-01,"lead","V102",2635158.4642477
2016-11-01,"lead","V102",2939803.84606858
2016-12-01,"lead","V102",3274341.59342588
2017-01-01,"lead","V102",3540452.00206374
2017-02-01,"lead","V102",3842674.1763074
2017-03-01,"lead","V102",4134466.90173454
2017-04-01,"lead","V102",4488716.03700257
2017-05-01,"lead","V102",4847235.02837205
2017-06-01,"lead","V102",5246045.41520254
2017-07-01,"lead","V102",5686755.31719357
2017-08-01,"lead","V102",6167346.07501976
2017-09-01,"lead","V102",6684894.36995466
2017-10-01,"lead","V102",7262744.7686029
2017-11-01,"lead","V102",7859898.06646955
2017-12-01,"lead","V102",8511894.09690246
2018-01-01,"lead","V102",8789299.01244273
2018-02-01,"lead","V102",9037574.82860288
2018-03-01,"lead","V102",9384252.21195802
2018-04-01,"lead","V102",9661904.35164266
2018-05-01,"lead","V102",9975201.02972535
2018-06-01,"lead","V102",10314947.6282337
2018-07-01,"lead","V102",10596461.1865725
2018-08-01,"lead","V102",10906321.7189455
2018-09-01,"lead","V102",11230473.6266253
2018-10-01,"lead","V102",11536138.6381443
2018-11-01,"lead","V102",11899164.2289491
2018-12-01,"lead","V102",12391324.508643
2016-01-01,"lead","V103",987840
2016-02-01,"lead","V103",1091973.79878912
2016-03-01,"lead","V103",1216433.49993383
2016-04-01,"lead","V103",1342723.70078863
2016-05-01,"lead","V103",1497740.1945686
2016-06-01,"lead","V103",1672901.03892681
2016-07-01,"lead","V103",1845067.12336973
2016-08-01,"lead","V103",2049485.27149242
2016-09-01,"lead","V103",2280248.43159238
2016-10-01,"lead","V103",2550264.88512046
2016-11-01,"lead","V103",2835130.42087776
2016-12-01,"lead","V103",3149452.63157213
2017-01-01,"lead","V103",3398926.15023295
2017-02-01,"lead","V103",3675211.49131071
2017-03-01,"lead","V103",4007431.71315402
2017-04-01,"lead","V103",4323778.20849838
2017-05-01,"lead","V103",4713536.5132284
2017-06-01,"lead","V103",5085409.42602284
2017-07-01,"lead","V103",5463805.73601788
2017-08-01,"lead","V103",5914161.29204707
2017-09-01,"lead","V103",6422367.00590217
2017-10-01,"lead","V103",6942858.75738429
2017-11-01,"lead","V103",7486641.28193764
2017-12-01,"lead","V103",8131768.66303766
2018-01-01,"lead","V103",8413454.38554713
2018-02-01,"lead","V103",8705201.58374152
2018-03-01,"lead","V103",8950007.43411196
2018-04-01,"lead","V103",9212908.00691332
2018-05-01,"lead","V103",9527869.42787977
2018-06-01,"lead","V103",9875481.05055059
2018-07-01,"lead","V103",10202516.6899628
2018-08-01,"lead","V103",10506090.6458898
2018-09-01,"lead","V103",10809328.8557113
2018-10-01,"lead","V103",11140815.3571893
2018-11-01,"lead","V103",11504012.7826766
2018-12-01,"lead","V103",11837605.0538172
2016-01-01,"lead","V104",987840
2016-02-01,"lead","V104",1104083.03216918
2016-03-01,"lead","V104",1229221.59027853
2016-04-01,"lead","V104",1371094.73884651
2016-05-01,"lead","V104",1532038.58205992
2016-06-01,"lead","V104",1694116.35357044
2016-07-01,"lead","V104",1890328.93426789
2016-08-01,"lead","V104",2103680.17465677
2016-09-01,"lead","V104",2331236.44104913
2016-10-01,"lead","V104",2599412.0756569
2016-11-01,"lead","V104",2884685.45077104
2016-12-01,"lead","V104",3180642.10676576
2017-01-01,"lead","V104",3469586.15515589
2017-02-01,"lead","V104",3745641.38443652
2017-03-01,"lead","V104",4043093.21094443
2017-04-01,"lead","V104",4369362.53511498
2017-05-01,"lead","V104",4733802.44956333
2017-06-01,"lead","V104",5126856.50694573
2017-07-01,"lead","V104",5530595.00241932
2017-08-01,"lead","V104",5958550.14949762
2017-09-01,"lead","V104",6468701.8128759
2017-10-01,"lead","V104",6983690.57275557
2017-11-01,"lead","V104",7551114.23408457
2017-12-01,"lead","V104",8237123.50995166
2018-01-01,"lead","V104",8488119.10781715
2018-02-01,"lead","V104",8777099.51937443
2018-03-01,"lead","V104",8951518.5468508
2018-04-01,"lead","V104",9229156.91956897
2018-05-01,"lead","V104",9509186.37544007
2018-06-01,"lead","V104",9867664.00988875
2018-07-01,"lead","V104",10136303.2440999
2018-08-01,"lead","V104",10485712.6803988
2018-09-01,"lead","V104",10792644.8698823
2018-10-01,"lead","V104",11157294.3960127
2018-11-01,"lead","V104",11569317.6975667
2018-12-01,"lead","V104",11943042.714209
2016-01-01,"lead","V105",987840
2016-02-01,"lead","V105",1096298.68054166
2016-03-01,"lead","V105",1228613.41595414
2016-04-01,"lead","V105",1352006.192574
2016-05-01,"lead","V105",1511868.36006803
2016-06-01,"lead","V105",1677216.7259075
2016-07-01,"lead","V105",1851952.70862067
