"ym","mdl","variable","value"
2016-05-01,"lead","V93",7821
2016-06-01,"lead","V93",8238
2016-07-01,"lead","V93",8785
2016-08-01,"lead","V93",9309
2016-09-01,"lead","V93",9869
2016-10-01,"lead","V93",10449
2016-11-01,"lead","V93",11092
2016-12-01,"lead","V93",11788
2017-01-01,"lead","V93",12163
2017-02-01,"lead","V93",12631
2017-03-01,"lead","V93",13209
2017-04-01,"lead","V93",13740
2017-05-01,"lead","V93",14325
2017-06-01,"lead","V93",14941
2017-07-01,"lead","V93",15520
2017-08-01,"lead","V93",16154
2017-09-01,"lead","V93",16753
2017-10-01,"lead","V93",17415
2017-11-01,"lead","V93",18222
2017-12-01,"lead","V93",18988
2018-01-01,"lead","V93",19368
2018-02-01,"lead","V93",19688
2018-03-01,"lead","V93",20189
2018-04-01,"lead","V93",20690
2018-05-01,"lead","V93",21046
2018-06-01,"lead","V93",21419
2018-07-01,"lead","V93",21872
2018-08-01,"lead","V93",22342
2018-09-01,"lead","V93",22754
2018-10-01,"lead","V93",23114
2018-11-01,"lead","V93",23539
2018-12-01,"lead","V93",23954
2016-01-01,"lead","V94",6174
2016-02-01,"lead","V94",6524
2016-03-01,"lead","V94",6918
2016-04-01,"lead","V94",7312
2016-05-01,"lead","V94",7763
2016-06-01,"lead","V94",8249
2016-07-01,"lead","V94",8733
2016-08-01,"lead","V94",9237
2016-09-01,"lead","V94",9813
2016-10-01,"lead","V94",10451
2016-11-01,"lead","V94",11070
2016-12-01,"lead","V94",11786
2017-01-01,"lead","V94",12287
2017-02-01,"lead","V94",12758
2017-03-01,"lead","V94",13265
2017-04-01,"lead","V94",13826
2017-05-01,"lead","V94",14309
2017-06-01,"lead","V94",14824
2017-07-01,"lead","V94",15426
2017-08-01,"lead","V94",16070
2017-09-01,"lead","V94",16802
2017-10-01,"lead","V94",17523
2017-11-01,"lead","V94",18212
2017-12-01,"lead","V94",18969
2018-01-01,"lead","V94",19310
2018-02-01,"lead","V94",19685
2018-03-01,"lead","V94",20106
2018-04-01,"lead","V94",20484
2018-05-01,"lead","V94",20964
2018-06-01,"lead","V94",21494
2018-07-01,"lead","V94",21813
2018-08-01,"lead","V94",22256
2018-09-01,"lead","V94",22713
2018-10-01,"lead","V94",23142
2018-11-01,"lead","V94",23656
2018-12-01,"lead","V94",24114
2016-01-01,"lead","V95",6174
2016-02-01,"lead","V95",6574
2016-03-01,"lead","V95",6944
2016-04-01,"lead","V95",7343
2016-05-01,"lead","V95",7741
2016-06-01,"lead","V95",8164
2016-07-01,"lead","V95",8639
2016-08-01,"lead","V95",9150
2016-09-01,"lead","V95",9688
2016-10-01,"lead","V95",10298
2016-11-01,"lead","V95",10895
2016-12-01,"lead","V95",11534
2017-01-01,"lead","V95",11960
2017-02-01,"lead","V95",12439
2017-03-01,"lead","V95",12895
2017-04-01,"lead","V95",13429
2017-05-01,"lead","V95",13932
2017-06-01,"lead","V95",14583
2017-07-01,"lead","V95",15206
2017-08-01,"lead","V95",15757
2017-09-01,"lead","V95",16429
2017-10-01,"lead","V95",17075
2017-11-01,"lead","V95",17696
2017-12-01,"lead","V95",18390
2018-01-01,"lead","V95",18744
2018-02-01,"lead","V95",18966
2018-03-01,"lead","V95",19330
2018-04-01,"lead","V95",19661
2018-05-01,"lead","V95",20003
2018-06-01,"lead","V95",20337
2018-07-01,"lead","V95",20829
2018-08-01,"lead","V95",21145
2018-09-01,"lead","V95",21493
2018-10-01,"lead","V95",21875
2018-11-01,"lead","V95",22511
2018-12-01,"lead","V95",22940
2016-01-01,"lead","V96",6174
2016-02-01,"lead","V96",6571
2016-03-01,"lead","V96",6972
2016-04-01,"lead","V96",7395
2016-05-01,"lead","V96",7832
2016-06-01,"lead","V96",8268
2016-07-01,"lead","V96",8783
2016-08-01,"lead","V96",9291
2016-09-01,"lead","V96",9781
2016-10-01,"lead","V96",10300
2016-11-01,"lead","V96",10942
2016-12-01,"lead","V96",11582
2017-01-01,"lead","V96",12031
2017-02-01,"lead","V96",12515
2017-03-01,"lead","V96",12994
2017-04-01,"lead","V96",13548
2017-05-01,"lead","V96",14112
2017-06-01,"lead","V96",14671
2017-07-01,"lead","V96",15195
2017-08-01,"lead","V96",15740
2017-09-01,"lead","V96",16379
2017-10-01,"lead","V96",16969
2017-11-01,"lead","V96",17615
2017-12-01,"lead","V96",18248
2018-01-01,"lead","V96",18668
2018-02-01,"lead","V96",19142
2018-03-01,"lead","V96",19396
2018-04-01,"lead","V96",19768
2018-05-01,"lead","V96",20224
2018-06-01,"lead","V96",20518
2018-07-01,"lead","V96",20853
2018-08-01,"lead","V96",21234
2018-09-01,"lead","V96",21664
2018-10-01,"lead","V96",21927
2018-11-01,"lead","V96",22318
2018-12-01,"lead","V96",22795
2016-01-01,"lead","V97",6174
2016-02-01,"lead","V97",6531
2016-03-01,"lead","V97",6916
2016-04-01,"lead","V97",7307
2016-05-01,"lead","V97",7735
2016-06-01,"lead","V97",8140
2016-07-01,"lead","V97",8609
2016-08-01,"lead","V97",9114
2016-09-01,"lead","V97",9629
2016-10-01,"lead","V97",10229
2016-11-01,"lead","V97",10868
2016-12-01,"lead","V97",11517
2017-01-01,"lead","V97",12004
2017-02-01,"lead","V97",12484
2017-03-01,"lead","V97",12986
2017-04-01,"lead","V97",13547
2017-05-01,"lead","V97",14182
2017-06-01,"lead","V97",14772
2017-07-01,"lead","V97",15410
2017-08-01,"lead","V97",16025
2017-09-01,"lead","V97",16744
2017-10-01,"lead","V97",17429
2017-11-01,"lead","V97",18164
2017-12-01,"lead","V97",18832
2018-01-01,"lead","V97",19247
2018-02-01,"lead","V97",19625
2018-03-01,"lead","V97",20069
2018-04-01,"lead","V97",20456
2018-05-01,"lead","V97",20885
2018-06-01,"lead","V97",21229
2018-07-01,"lead","V97",21725
2018-08-01,"lead","V97",22275
2018-09-01,"lead","V97",22595
2018-10-01,"lead","V97",23128
2018-11-01,"lead","V97",23651
2018-12-01,"lead","V97",24012
2016-01-01,"lead","V98",6174
2016-02-01,"lead","V98",6560
2016-03-01,"lead","V98",6953
2016-04-01,"lead","V98",7377
2016-05-01,"lead","V98",7847
2016-06-01,"lead","V98",8353
2016-07-01,"lead","V98",8914
2016-08-01,"lead","V98",9463
2016-09-01,"lead","V98",10069
2016-10-01,"lead","V98",10718
2016-11-01,"lead","V98",11409
2016-12-01,"lead","V98",12101
2017-01-01,"lead","V98",12602
2017-02-01,"lead","V98",13072
2017-03-01,"lead","V98",13615
2017-04-01,"lead","V98",14231
2017-05-01,"lead","V98",14747
2017-06-01,"lead","V98",15348
2017-07-01,"lead","V98",15892
2017-08-01,"lead","V98",16513
2017-09-01,"lead","V98",17154
2017-10-01,"lead","V98",17854
2017-11-01,"lead","V98",18620
2017-12-01,"lead","V98",19467
2018-01-01,"lead","V98",19845
2018-02-01,"lead","V98",20172
2018-03-01,"lead","V98",20507
2018-04-01,"lead","V98",20940
2018-05-01,"lead","V98",21406
2018-06-01,"lead","V98",21808
2018-07-01,"lead","V98",22315
2018-08-01,"lead","V98",22854
2018-09-01,"lead","V98",23451
2018-10-01,"lead","V98",23930
2018-11-01,"lead","V98",24384
2018-12-01,"lead","V98",24735
2016-01-01,"lead","V99",6174
2016-02-01,"lead","V99",6529
2016-03-01,"lead","V99",6966
2016-04-01,"lead","V99",7334
2016-05-01,"lead","V99",7780
2016-06-01,"lead","V99",8274
2016-07-01,"lead","V99",8739
2016-08-01,"lead","V99",9236
2016-09-01,"lead","V99",9833
2016-10-01,"lead","V99",10441
2016-11-01,"lead","V99",11120
2016-12-01,"lead","V99",11751
2017-01-01,"lead","V99",12221
2017-02-01,"lead","V99",12707
2017-03-01,"lead","V99",13212
2017-04-01,"lead","V99",13744
2017-05-01,"lead","V99",14365
2017-06-01,"lead","V99",14982
2017-07-01,"lead","V99",15573
2017-08-01,"lead","V99",16151
2017-09-01,"lead","V99",16804
2017-10-01,"lead","V99",17491
2017-11-01,"lead","V99",18205
2017-12-01,"lead","V99",18854
2018-01-01,"lead","V99",19170
2018-02-01,"lead","V99",19680
2018-03-01,"lead","V99",20008
2018-04-01,"lead","V99",20464
2018-05-01,"lead","V99",20818
2018-06-01,"lead","V99",21216
2018-07-01,"lead","V99",21521
2018-08-01,"lead","V99",21783
2018-09-01,"lead","V99",22242
2018-10-01,"lead","V99",22745
2018-11-01,"lead","V99",23268
2018-12-01,"lead","V99",23653
2016-01-01,"lead","V100",6174
2016-02-01,"lead","V100",6518
2016-03-01,"lead","V100",6920
2016-04-01,"lead","V100",7351
2016-05-01,"lead","V100",7781
2016-06-01,"lead","V100",8271
2016-07-01,"lead","V100",8764
2016-08-01,"lead","V100",9276
2016-09-01,"lead","V100",9815
2016-10-01,"lead","V100",10415
2016-11-01,"lead","V100",11033
2016-12-01,"lead","V100",11799
2017-01-01,"lead","V100",12247
2017-02-01,"lead","V100",12693
2017-03-01,"lead","V100",13165
2017-04-01,"lead","V100",13758
2017-05-01,"lead","V100",14309
2017-06-01,"lead","V100",14919
2017-07-01,"lead","V100",15578
2017-08-01,"lead","V100",16128
2017-09-01,"lead","V100",16720
2017-10-01,"lead","V100",17357
2017-11-01,"lead","V100",18018
2017-12-01,"lead","V100",18783
2018-01-01,"lead","V100",19126
2018-02-01,"lead","V100",19545
2018-03-01,"lead","V100",19849
2018-04-01,"lead","V100",20284
2018-05-01,"lead","V100",20704
2018-06-01,"lead","V100",21040
2018-07-01,"lead","V100",21491
2018-08-01,"lead","V100",21843
2018-09-01,"lead","V100",22327
2018-10-01,"lead","V100",22904
2018-11-01,"lead","V100",23517
2018-12-01,"lead","V100",23966
2016-01-01,"lead","V101",6174
2016-02-01,"lead","V101",6565
2016-03-01,"lead","V101",6955
2016-04-01,"lead","V101",7402
2016-05-01,"lead","V101",7866
2016-06-01,"lead","V101",8308
2016-07-01,"lead","V101",8774
2016-08-01,"lead","V101",9280
2016-09-01,"lead","V101",9777
2016-10-01,"lead","V101",10354
2016-11-01,"lead","V101",10998
2016-12-01,"lead","V101",11568
2017-01-01,"lead","V101",11995
2017-02-01,"lead","V101",12452
2017-03-01,"lead","V101",12902
2017-04-01,"lead","V101",13464
2017-05-01,"lead","V101",14013
2017-06-01,"lead","V101",14517
2017-07-01,"lead","V101",15178
2017-08-01,"lead","V101",15840
2017-09-01,"lead","V101",16528
2017-10-01,"lead","V101",17187
2017-11-01,"lead","V101",17885
2017-12-01,"lead","V101",18593
2018-01-01,"lead","V101",18905
2018-02-01,"lead","V101",19337
2018-03-01,"lead","V101",19698
2018-04-01,"lead","V101",20192
2018-05-01,"lead","V101",20492
2018-06-01,"lead","V101",20802
2018-07-01,"lead","V101",21318
2018-08-01,"lead","V101",21756
2018-09-01,"lead","V101",22130
2018-10-01,"lead","V101",22651
2018-11-01,"lead","V101",23116
2018-12-01,"lead","V101",23575
2016-01-01,"lead","V102",6174
2016-02-01,"lead","V102",6519
2016-03-01,"lead","V102",6942
2016-04-01,"lead","V102",7386
2016-05-01,"lead","V102",7814
2016-06-01,"lead","V102",8291
2016-07-01,"lead","V102",8769
2016-08-01,"lead","V102",9317
2016-09-01,"lead","V102",9860
2016-10-01,"lead","V102",10439
2016-11-01,"lead","V102",11032
2016-12-01,"lead","V102",11705
2017-01-01,"lead","V102",12216
2017-02-01,"lead","V102",12665
2017-03-01,"lead","V102",13159
2017-04-01,"lead","V102",13668
2017-05-01,"lead","V102",14245
2017-06-01,"lead","V102",14743
2017-07-01,"lead","V102",15276
2017-08-01,"lead","V102",15851
2017-09-01,"lead","V102",16552
2017-10-01,"lead","V102",17182
2017-11-01,"lead","V102",17858
2017-12-01,"lead","V102",18615
2018-01-01,"lead","V102",18989
2018-02-01,"lead","V102",19377
2018-03-01,"lead","V102",19843
2018-04-01,"lead","V102",20231
2018-05-01,"lead","V102",20660
2018-06-01,"lead","V102",21025
2018-07-01,"lead","V102",21393
2018-08-01,"lead","V102",21820
2018-09-01,"lead","V102",22324
2018-10-01,"lead","V102",22781
2018-11-01,"lead","V102",23272
2018-12-01,"lead","V102",23795
2016-01-01,"lead","V103",6174
2016-02-01,"lead","V103",6551
2016-03-01,"lead","V103",6918
2016-04-01,"lead","V103",7324
2016-05-01,"lead","V103",7777
2016-06-01,"lead","V103",8264
2016-07-01,"lead","V103",8725
2016-08-01,"lead","V103",9232
2016-09-01,"lead","V103",9765
2016-10-01,"lead","V103",10389
2016-11-01,"lead","V103",10998
2016-12-01,"lead","V103",11678
2017-01-01,"lead","V103",12066
2017-02-01,"lead","V103",12514
2017-03-01,"lead","V103",13017
2017-04-01,"lead","V103",13592
2017-05-01,"lead","V103",14263
2017-06-01,"lead","V103",14797
2017-07-01,"lead","V103",15343
2017-08-01,"lead","V103",15980
2017-09-01,"lead","V103",16664
2017-10-01,"lead","V103",17264
2017-11-01,"lead","V103",17912
2017-12-01,"lead","V103",18685
2018-01-01,"lead","V103",19190
2018-02-01,"lead","V103",19700
2018-03-01,"lead","V103",20009
2018-04-01,"lead","V103",20408
2018-05-01,"lead","V103",20745
2018-06-01,"lead","V103",21191
2018-07-01,"lead","V103",21548
2018-08-01,"lead","V103",21963
2018-09-01,"lead","V103",22401
2018-10-01,"lead","V103",22871
2018-11-01,"lead","V103",23276
2018-12-01,"lead","V103",23724
2016-01-01,"lead","V104",6174
2016-02-01,"lead","V104",6540
2016-03-01,"lead","V104",6951
2016-04-01,"lead","V104",7372
2016-05-01,"lead","V104",7852
2016-06-01,"lead","V104",8297
2016-07-01,"lead","V104",8808
2016-08-01,"lead","V104",9292
2016-09-01,"lead","V104",9888
2016-10-01,"lead","V104",10455
2016-11-01,"lead","V104",11036
2016-12-01,"lead","V104",11631
2017-01-01,"lead","V104",12134
2017-02-01,"lead","V104",12629
2017-03-01,"lead","V104",13139
2017-04-01,"lead","V104",13659
2017-05-01,"lead","V104",14198
2017-06-01,"lead","V104",14838
2017-07-01,"lead","V104",15440
2017-08-01,"lead","V104",16025
2017-09-01,"lead","V104",16728
2017-10-01,"lead","V104",17383
2017-11-01,"lead","V104",18099
2017-12-01,"lead","V104",18922
2018-01-01,"lead","V104",19293
2018-02-01,"lead","V104",19724
2018-03-01,"lead","V104",20086
2018-04-01,"lead","V104",20531
2018-05-01,"lead","V104",20965
2018-06-01,"lead","V104",21471
2018-07-01,"lead","V104",21800
2018-08-01,"lead","V104",22217
2018-09-01,"lead","V104",22583
2018-10-01,"lead","V104",23106
2018-11-01,"lead","V104",23666
2018-12-01,"lead","V104",24177
2016-01-01,"lead","V105",6174
2016-02-01,"lead","V105",6519
2016-03-01,"lead","V105",6924
2016-04-01,"lead","V105",7300
2016-05-01,"lead","V105",7727
2016-06-01,"lead","V105",8207
2016-07-01,"lead","V105",8675
2016-08-01,"lead","V105",9196
2016-09-01,"lead","V105",9753
2016-10-01,"lead","V105",10341
2016-11-01,"lead","V105",10942
2016-12-01,"lead","V105",11602
2017-01-01,"lead","V105",12083
2017-02-01,"lead","V105",12629
2017-03-01,"lead","V105",13054
2017-04-01,"lead","V105",13583
2017-05-01,"lead","V105",14158
2017-06-01,"lead","V105",14698
2017-07-01,"lead","V105",15274
2017-08-01,"lead","V105",15875
2017-09-01,"lead","V105",16539
2017-10-01,"lead","V105",17153
2017-11-01,"lead","V105",17906
2017-12-01,"lead","V105",18645
2018-01-01,"lead","V105",19088
2018-02-01,"lead","V105",19510
2018-03-01,"lead","V105",19878
2018-04-01,"lead","V105",20241
2018-05-01,"lead","V105",20600
2018-06-01,"lead","V105",21067
2018-07-01,"lead","V105",21542
2018-08-01,"lead","V105",22025
2018-09-01,"lead","V105",22516
2018-10-01,"lead","V105",22932
2018-11-01,"lead","V105",23367
2018-12-01,"lead","V105",23831
2016-01-01,"lead","V106",6174
2016-02-01,"lead","V106",6546
2016-03-01,"lead","V106",6960
2016-04-01,"lead","V106",7355
2016-05-01,"lead","V106",7821
2016-06-01,"lead","V106",8284
2016-07-01,"lead","V106",8727
2016-08-01,"lead","V106",9236
2016-09-01,"lead","V106",9813
2016-10-01,"lead","V106",10483
2016-11-01,"lead","V106",11147
2016-12-01,"lead","V106",11830
2017-01-01,"lead","V106",12252
2017-02-01,"lead","V106",12756
2017-03-01,"lead","V106",13318
2017-04-01,"lead","V106",13835
2017-05-01,"lead","V106",14425
2017-06-01,"lead","V106",15035
2017-07-01,"lead","V106",15609
2017-08-01,"lead","V106",16329
2017-09-01,"lead","V106",16975
2017-10-01,"lead","V106",17700
2017-11-01,"lead","V106",18395
2017-12-01,"lead","V106",19100
2018-01-01,"lead","V106",19585
2018-02-01,"lead","V106",19987
2018-03-01,"lead","V106",20454
2018-04-01,"lead","V106",20935
2018-05-01,"lead","V106",21386
2018-06-01,"lead","V106",21835
2018-07-01,"lead","V106",22297
2018-08-01,"lead","V106",22738
2018-09-01,"lead","V106",23174
2018-10-01,"lead","V106",23579
2018-11-01,"lead","V106",23905
2018-12-01,"lead","V106",24403
2016-01-01,"lead","V107",6174
2016-02-01,"lead","V107",6548
2016-03-01,"lead","V107",6957
2016-04-01,"lead","V107",7387
2016-05-01,"lead","V107",7843
2016-06-01,"lead","V107",8314
2016-07-01,"lead","V107",8830
2016-08-01,"lead","V107",9300
2016-09-01,"lead","V107",9839
2016-10-01,"lead","V107",10419
2016-11-01,"lead","V107",11016
2016-12-01,"lead","V107",11655
2017-01-01,"lead","V107",12173
2017-02-01,"lead","V107",12614
2017-03-01,"lead","V107",13139
2017-04-01,"lead","V107",13626
2017-05-01,"lead","V107",14201
2017-06-01,"lead","V107",14827
2017-07-01,"lead","V107",15396
2017-08-01,"lead","V107",16068
2017-09-01,"lead","V107",16778
2017-10-01,"lead","V107",17580
2017-11-01,"lead","V107",18299
2017-12-01,"lead","V107",19211
2018-01-01,"lead","V107",19576
2018-02-01,"lead","V107",19977
2018-03-01,"lead","V107",20327
2018-04-01,"lead","V107",20875
2018-05-01,"lead","V107",21320
2018-06-01,"lead","V107",21829
2018-07-01,"lead","V107",22273
2018-08-01,"lead","V107",22632
2018-09-01,"lead","V107",22998
2018-10-01,"lead","V107",23461
2018-11-01,"lead","V107",23927
2018-12-01,"lead","V107",24307
2016-01-01,"lead","V108",6174
2016-02-01,"lead","V108",6537
2016-03-01,"lead","V108",6936
2016-04-01,"lead","V108",7338
2016-05-01,"lead","V108",7804
2016-06-01,"lead","V108",8292
2016-07-01,"lead","V108",8795
2016-08-01,"lead","V108",9351
2016-09-01,"lead","V108",9898
2016-10-01,"lead","V108",10535
2016-11-01,"lead","V108",11244
2016-12-01,"lead","V108",11903
2017-01-01,"lead","V108",12466
2017-02-01,"lead","V108",12978
2017-03-01,"lead","V108",13519
2017-04-01,"lead","V108",14063
2017-05-01,"lead","V108",14631
2017-06-01,"lead","V108",15178
2017-07-01,"lead","V108",15824
2017-08-01,"lead","V108",16388
2017-09-01,"lead","V108",17070
2017-10-01,"lead","V108",17718
2017-11-01,"lead","V108",18390
2017-12-01,"lead","V108",19212
2018-01-01,"lead","V108",19623
2018-02-01,"lead","V108",19926
2018-03-01,"lead","V108",20383
2018-04-01,"lead","V108",20770
2018-05-01,"lead","V108",21136
2018-06-01,"lead","V108",21511
2018-07-01,"lead","V108",21948
2018-08-01,"lead","V108",22349
2018-09-01,"lead","V108",22763
2018-10-01,"lead","V108",23203
2018-11-01,"lead","V108",23688
2018-12-01,"lead","V108",24218
2016-01-01,"lead","V109",6174
2016-02-01,"lead","V109",6483
2016-03-01,"lead","V109",6840
2016-04-01,"lead","V109",7248
2016-05-01,"lead","V109",7666
2016-06-01,"lead","V109",8137
2016-07-01,"lead","V109",8615
2016-08-01,"lead","V109",9124
2016-09-01,"lead","V109",9659
2016-10-01,"lead","V109",10268
2016-11-01,"lead","V109",10884
2016-12-01,"lead","V109",11562
2017-01-01,"lead","V109",12050
2017-02-01,"lead","V109",12549
2017-03-01,"lead","V109",13060
2017-04-01,"lead","V109",13505
2017-05-01,"lead","V109",14052
2017-06-01,"lead","V109",14608
2017-07-01,"lead","V109",15192
2017-08-01,"lead","V109",15788
2017-09-01,"lead","V109",16461
2017-10-01,"lead","V109",17156
2017-11-01,"lead","V109",17842
2017-12-01,"lead","V109",18534
2018-01-01,"lead","V109",18883
2018-02-01,"lead","V109",19212
2018-03-01,"lead","V109",19468
2018-04-01,"lead","V109",19836
2018-05-01,"lead","V109",20195
2018-06-01,"lead","V109",20626
2018-07-01,"lead","V109",21050
2018-08-01,"lead","V109",21574
2018-09-01,"lead","V109",21954
2018-10-01,"lead","V109",22454
2018-11-01,"lead","V109",22898
2018-12-01,"lead","V109",23324
2016-01-01,"lead","V110",6174
2016-02-01,"lead","V110",6568
2016-03-01,"lead","V110",6953
2016-04-01,"lead","V110",7407
2016-05-01,"lead","V110",7835
2016-06-01,"lead","V110",8324
2016-07-01,"lead","V110",8769
2016-08-01,"lead","V110",9259
2016-09-01,"lead","V110",9793
2016-10-01,"lead","V110",10327
2016-11-01,"lead","V110",11026
2016-12-01,"lead","V110",11682
2017-01-01,"lead","V110",12091
2017-02-01,"lead","V110",12500
2017-03-01,"lead","V110",13002
2017-04-01,"lead","V110",13547
2017-05-01,"lead","V110",14083
2017-06-01,"lead","V110",14634
2017-07-01,"lead","V110",15324
2017-08-01,"lead","V110",15917
2017-09-01,"lead","V110",16519
2017-10-01,"lead","V110",17208
2017-11-01,"lead","V110",17914
2017-12-01,"lead","V110",18661
2018-01-01,"lead","V110",19005
2018-02-01,"lead","V110",19412
2018-03-01,"lead","V110",19750
2018-04-01,"lead","V110",20121
2018-05-01,"lead","V110",20536
2018-06-01,"lead","V110",20979
2018-07-01,"lead","V110",21495
2018-08-01,"lead","V110",22066
2018-09-01,"lead","V110",22466
2018-10-01,"lead","V110",22865
2018-11-01,"lead","V110",23246
2018-12-01,"lead","V110",23721
2016-01-01,"lead","V111",6174
2016-02-01,"lead","V111",6530
2016-03-01,"lead","V111",6934
2016-04-01,"lead","V111",7338
2016-05-01,"lead","V111",7765
2016-06-01,"lead","V111",8224
2016-07-01,"lead","V111",8714
2016-08-01,"lead","V111",9286
2016-09-01,"lead","V111",9877
2016-10-01,"lead","V111",10497
2016-11-01,"lead","V111",11134
2016-12-01,"lead","V111",11797
2017-01-01,"lead","V111",12285
2017-02-01,"lead","V111",12832
2017-03-01,"lead","V111",13335
2017-04-01,"lead","V111",13904
2017-05-01,"lead","V111",14463
2017-06-01,"lead","V111",15070
2017-07-01,"lead","V111",15687
2017-08-01,"lead","V111",16285
2017-09-01,"lead","V111",16961
2017-10-01,"lead","V111",17530
2017-11-01,"lead","V111",18250
2017-12-01,"lead","V111",18989
2018-01-01,"lead","V111",19383
2018-02-01,"lead","V111",19752
2018-03-01,"lead","V111",20205
2018-04-01,"lead","V111",20552
2018-05-01,"lead","V111",20992
2018-06-01,"lead","V111",21366
2018-07-01,"lead","V111",21755
2018-08-01,"lead","V111",22281
2018-09-01,"lead","V111",22732
2018-10-01,"lead","V111",23225
2018-11-01,"lead","V111",23654
2018-12-01,"lead","V111",24140
2016-01-01,"lead","V112",6174
2016-02-01,"lead","V112",6536
2016-03-01,"lead","V112",6970
2016-04-01,"lead","V112",7396
2016-05-01,"lead","V112",7823
2016-06-01,"lead","V112",8283
2016-07-01,"lead","V112",8753
2016-08-01,"lead","V112",9244
2016-09-01,"lead","V112",9750
2016-10-01,"lead","V112",10284
2016-11-01,"lead","V112",10889
2016-12-01,"lead","V112",11485
2017-01-01,"lead","V112",11913
2017-02-01,"lead","V112",12341
2017-03-01,"lead","V112",12921
2017-04-01,"lead","V112",13451
2017-05-01,"lead","V112",14042
2017-06-01,"lead","V112",14672
2017-07-01,"lead","V112",15374
2017-08-01,"lead","V112",15961
2017-09-01,"lead","V112",16547
2017-10-01,"lead","V112",17202
2017-11-01,"lead","V112",17838
2017-12-01,"lead","V112",18472
2018-01-01,"lead","V112",18807
2018-02-01,"lead","V112",19136
2018-03-01,"lead","V112",19445
2018-04-01,"lead","V112",19813
2018-05-01,"lead","V112",20307
2018-06-01,"lead","V112",20589
2018-07-01,"lead","V112",20831
2018-08-01,"lead","V112",21187
2018-09-01,"lead","V112",21589
2018-10-01,"lead","V112",21995
2018-11-01,"lead","V112",22386
2018-12-01,"lead","V112",22727
2016-01-01,"lead","V113",6174
2016-02-01,"lead","V113",6541
2016-03-01,"lead","V113",6946
2016-04-01,"lead","V113",7327
2016-05-01,"lead","V113",7820
2016-06-01,"lead","V113",8226
2016-07-01,"lead","V113",8745
2016-08-01,"lead","V113",9316
2016-09-01,"lead","V113",9879
2016-10-01,"lead","V113",10476
2016-11-01,"lead","V113",11117
2016-12-01,"lead","V113",11737
2017-01-01,"lead","V113",12255
2017-02-01,"lead","V113",12741
2017-03-01,"lead","V113",13261
2017-04-01,"lead","V113",13777
2017-05-01,"lead","V113",14360
2017-06-01,"lead","V113",14933
2017-07-01,"lead","V113",15585
2017-08-01,"lead","V113",16195
2017-09-01,"lead","V113",16857
2017-10-01,"lead","V113",17604
2017-11-01,"lead","V113",18320
2017-12-01,"lead","V113",19056
2018-01-01,"lead","V113",19437
2018-02-01,"lead","V113",19827
2018-03-01,"lead","V113",20185
2018-04-01,"lead","V113",20499
2018-05-01,"lead","V113",20883
2018-06-01,"lead","V113",21454
2018-07-01,"lead","V113",21838
2018-08-01,"lead","V113",22314
2018-09-01,"lead","V113",22738
2018-10-01,"lead","V113",23057
2018-11-01,"lead","V113",23540
2018-12-01,"lead","V113",24212
2016-01-01,"lead","V114",6174
2016-02-01,"lead","V114",6512
2016-03-01,"lead","V114",6874
2016-04-01,"lead","V114",7299
2016-05-01,"lead","V114",7741
2016-06-01,"lead","V114",8190
2016-07-01,"lead","V114",8715
2016-08-01,"lead","V114",9264
2016-09-01,"lead","V114",9845
2016-10-01,"lead","V114",10492
2016-11-01,"lead","V114",11097
2016-12-01,"lead","V114",11750
2017-01-01,"lead","V114",12215
2017-02-01,"lead","V114",12752
2017-03-01,"lead","V114",13244
2017-04-01,"lead","V114",13747
2017-05-01,"lead","V114",14291
2017-06-01,"lead","V114",14800
2017-07-01,"lead","V114",15433
2017-08-01,"lead","V114",16076
2017-09-01,"lead","V114",16707
2017-10-01,"lead","V114",17401
2017-11-01,"lead","V114",18049
2017-12-01,"lead","V114",18843
2018-01-01,"lead","V114",19199
2018-02-01,"lead","V114",19570
2018-03-01,"lead","V114",19932
2018-04-01,"lead","V114",20372
2018-05-01,"lead","V114",20851
2018-06-01,"lead","V114",21238
2018-07-01,"lead","V114",21690
2018-08-01,"lead","V114",22102
2018-09-01,"lead","V114",22552
2018-10-01,"lead","V114",23060
2018-11-01,"lead","V114",23471
2018-12-01,"lead","V114",24006
2016-01-01,"lead","V115",6174
2016-02-01,"lead","V115",6526
2016-03-01,"lead","V115",6931
2016-04-01,"lead","V115",7377
2016-05-01,"lead","V115",7813
2016-06-01,"lead","V115",8277
2016-07-01,"lead","V115",8774
2016-08-01,"lead","V115",9312
2016-09-01,"lead","V115",9871
2016-10-01,"lead","V115",10435
2016-11-01,"lead","V115",11048
2016-12-01,"lead","V115",11767
2017-01-01,"lead","V115",12226
2017-02-01,"lead","V115",12694
2017-03-01,"lead","V115",13196
2017-04-01,"lead","V115",13704
2017-05-01,"lead","V115",14265
2017-06-01,"lead","V115",14836
2017-07-01,"lead","V115",15408
2017-08-01,"lead","V115",16032
2017-09-01,"lead","V115",16586
2017-10-01,"lead","V115",17167
2017-11-01,"lead","V115",17846
2017-12-01,"lead","V115",18517
2018-01-01,"lead","V115",18925
2018-02-01,"lead","V115",19359
2018-03-01,"lead","V115",19754
2018-04-01,"lead","V115",20122
2018-05-01,"lead","V115",20644
2018-06-01,"lead","V115",21015
2018-07-01,"lead","V115",21495
2018-08-01,"lead","V115",21892
2018-09-01,"lead","V115",22294
2018-10-01,"lead","V115",22764
